trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9920319148370607}",25,0,-104.92692901960528,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.9841273200552851}",20,0,-201.7856357803945,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
3,False,"{'a': 0.1, 'e': 0.9762857097579093}",20,0,-72.27838120876174,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
4,False,"{'a': 0.1, 'e': 0.9685065820791976}",30,0,-77.00304888841329,"{0: 22, 1: 5, 2: 0, 3: 2, 4: 1}",0
5,False,"{'a': 0.1, 'e': 0.9607894391523232}",20,0,-80.22736098755198,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
6,False,"{'a': 0.1, 'e': 0.9531337870775047}",20,0,-131.98836277020575,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.1, 'e': 0.9455391358903963}",25,0,-98.0424649824753,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
8,False,"{'a': 0.1, 'e': 0.9380049995307295}",20,0,-135.87789371663038,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
9,False,"{'a': 0.1, 'e': 0.9305308958112057}",30,0,-80.27741360081698,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
10,False,"{'a': 0.1, 'e': 0.9231163463866358}",20,0,-108.41888837083593,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
11,False,"{'a': 0.1, 'e': 0.9157608767233256}",35,0,-194.1768927409076,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 3}",0
12,False,"{'a': 0.1, 'e': 0.9084640160687062}",25,0,-51.619273559538975,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
13,False,"{'a': 0.1, 'e': 0.9012252974212048}",20,0,-79.78864555886959,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
14,False,"{'a': 0.1, 'e': 0.8940442575003572}",25,0,-71.11942361395906,"{0: 13, 1: 7, 2: 5, 3: 0, 4: 0}",0
15,False,"{'a': 0.1, 'e': 0.8869204367171575}",20,0,-99.14950268352828,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
16,False,"{'a': 0.1, 'e': 0.8798533791446438}",25,11,-3.922869814433147,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
17,False,"{'a': 0.1, 'e': 0.8728426324887193}",25,11,9.811226024887528,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
18,False,"{'a': 0.1, 'e': 0.865887748059205}",20,0,-104.13595350963625,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
19,False,"{'a': 0.1, 'e': 0.8589882807411235}",25,0,-76.8432975585219,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
20,False,"{'a': 0.1, 'e': 0.8521437889662113}",25,0,-24.86819423789761,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
21,False,"{'a': 0.1, 'e': 0.8453538346846587}",25,0,-186.46456044186388,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
22,False,"{'a': 0.1, 'e': 0.838617983337074}",20,0,-179.38368011370326,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
23,False,"{'a': 0.1, 'e': 0.8319358038266718}",20,0,-95.93978886074719,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.1, 'e': 0.8253068684916824}",20,0,-67.54152128221143,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
25,False,"{'a': 0.1, 'e': 0.8187307530779818}",20,0,-144.26053570682174,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
26,False,"{'a': 0.1, 'e': 0.8122070367119391}",20,0,-87.78639603508992,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
27,False,"{'a': 0.1, 'e': 0.8057353018734796}",25,12,-48.729725576171695,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
28,False,"{'a': 0.1, 'e': 0.7993151343693651}",25,0,-120.1296995022122,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
29,False,"{'a': 0.1, 'e': 0.7929461233066837}",20,0,-33.62550728682317,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
30,False,"{'a': 0.1, 'e': 0.7866278610665535}",30,0,-93.64207443231692,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
31,False,"{'a': 0.1, 'e': 0.7803599432780343}",25,0,-71.74614293021185,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.1, 'e': 0.7741419687922484}",20,0,-159.4702041457189,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
33,False,"{'a': 0.1, 'e': 0.7679735396567062}",25,0,-94.94768120455198,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
34,False,"{'a': 0.1, 'e': 0.7618542610898376}",30,0,-156.62826726461927,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
35,False,"{'a': 0.1, 'e': 0.7557837414557255}",25,0,-115.71958441036665,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
36,False,"{'a': 0.1, 'e': 0.7497615922390413}",25,0,-116.2854822003745,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
37,False,"{'a': 0.1, 'e': 0.7437874280201796}",25,0,-67.04415721497902,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
38,False,"{'a': 0.1, 'e': 0.7378608664505912}",20,0,-52.433484889376345,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
39,False,"{'a': 0.1, 'e': 0.7319815282283126}",25,5,-90.08421282201465,"{0: 9, 1: 1, 2: 10, 3: 0, 4: 0}",1
40,False,"{'a': 0.1, 'e': 0.7261490370736909}",30,0,-83.48702110753553,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
41,False,"{'a': 0.1, 'e': 0.7203630197053014}",25,0,-44.82363346038034,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
42,False,"{'a': 0.1, 'e': 0.7146231058160574}",20,0,-72.47564048849148,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
43,False,"{'a': 0.1, 'e': 0.7089289280495107}",25,0,-71.37524732730158,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.1, 'e': 0.7032801219763409}",25,0,-127.54254516706548,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
45,False,"{'a': 0.1, 'e': 0.697676326071031}",25,0,-140.9169851036217,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
46,False,"{'a': 0.1, 'e': 0.6921171816887305}",20,0,-105.18915328936546,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
47,False,"{'a': 0.1, 'e': 0.686602333042301}",25,0,-123.45635407299275,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
48,False,"{'a': 0.1, 'e': 0.6811314271795471}",20,0,-43.66391702699988,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
49,False,"{'a': 0.1, 'e': 0.675704113960626}",30,14,-5.6329856511102925,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
50,False,"{'a': 0.1, 'e': 0.6703200460356393}",30,20,-42.43919806759941,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
51,False,"{'a': 0.1, 'e': 0.6649788788224019}",20,0,-45.54693578637777,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
52,False,"{'a': 0.1, 'e': 0.659680270484389}",20,0,-38.69108748469164,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
53,False,"{'a': 0.1, 'e': 0.6544238819088586}",20,0,-20.26774285785636,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
54,False,"{'a': 0.1, 'e': 0.6492093766851474}",20,14,-14.762125428599738,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
55,False,"{'a': 0.1, 'e': 0.6440364210831414}",20,9,-11.828879944444342,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.1, 'e': 0.6389046840319162}",25,14,-46.51349702022009,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
57,False,"{'a': 0.1, 'e': 0.633813837098549}",20,16,8.71133027334919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.1, 'e': 0.6287635544670984}",25,7,-33.32454742609107,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
59,False,"{'a': 0.1, 'e': 0.623753512917752}",25,0,-53.02556282115075,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
60,False,"{'a': 0.1, 'e': 0.6187833918061408}",20,0,-40.171926418729974,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
61,False,"{'a': 0.1, 'e': 0.6138528730428171}",20,0,-16.45633795084068,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.1, 'e': 0.6089616410728969}",30,0,-192.54940846132993,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 4}",0
63,False,"{'a': 0.1, 'e': 0.6041093828558647}",25,0,-39.05447685895724,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
64,False,"{'a': 0.1, 'e': 0.5992957878455385}",20,0,-146.5089632596772,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
65,False,"{'a': 0.1, 'e': 0.5945205479701944}",20,2,-19.61847580610774,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
66,False,"{'a': 0.1, 'e': 0.5897833576128505}",20,0,-2.867942057802953,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
67,False,"{'a': 0.1, 'e': 0.585083913591707}",30,0,-58.85901170181558,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
68,False,"{'a': 0.1, 'e': 0.5804219151407424}",20,14,12.767169800801753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.1, 'e': 0.5757970638904646}",20,12,-7.866234673649361,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.1, 'e': 0.5712090638488149}",25,0,-187.72268849706367,"{0: 14, 1: 0, 2: 5, 3: 4, 4: 2}",0
71,False,"{'a': 0.1, 'e': 0.5666576213822246}",20,8,-42.65756733462922,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
72,False,"{'a': 0.1, 'e': 0.5621424451968224}",20,0,-20.773156981931706,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.1, 'e': 0.5576632463197913}",20,0,-144.57161609695927,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
74,False,"{'a': 0.1, 'e': 0.5532197380808739}",25,5,-63.12384519074576,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.1, 'e': 0.5488116360940265}",25,2,-72.90789416463436,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 1}",1
76,False,"{'a': 0.1, 'e': 0.5444386582392171}",30,0,-67.57123176415197,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
77,False,"{'a': 0.1, 'e': 0.5401005246443706}",35,0,-52.107850488087166,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",0
78,False,"{'a': 0.1, 'e': 0.535796957667456}",25,17,3.5214092994261543,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.1, 'e': 0.5315276818787179}",20,12,5.665339019275407,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.1, 'e': 0.5272924240430485}",25,0,-35.15798890416019,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
81,False,"{'a': 0.1, 'e': 0.5230909131025008}",25,9,-17.58089711492693,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
82,False,"{'a': 0.1, 'e': 0.5189228801589404}",25,0,11.000853253472025,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.1, 'e': 0.5147880584568362}",20,5,-24.713624974243903,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
84,False,"{'a': 0.1, 'e': 0.5106861833661879}",25,9,-35.91585094980779,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
85,False,"{'a': 0.1, 'e': 0.5066169923655897}",25,0,-94.82035568134395,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
86,False,"{'a': 0.1, 'e': 0.5025802250254284}",20,7,-109.66417629330279,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 2}",1
87,False,"{'a': 0.1, 'e': 0.49857562299121655}",30,0,-21.982937795531797,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
88,False,"{'a': 0.1, 'e': 0.494602929967057}",25,0,-30.04680625389818,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
89,False,"{'a': 0.1, 'e': 0.4906618916992402}",25,10,-8.402015176321928,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.1, 'e': 0.4867522559599717}",20,14,-4.7802334113905385,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.1, 'e': 0.48287377253122976}",25,5,-92.58472214526078,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",1
92,False,"{'a': 0.1, 'e': 0.4790261931887511}",25,9,-32.36242234855782,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
93,False,"{'a': 0.1, 'e': 0.47520927168614446}",25,9,-20.894353277727692,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
94,False,"{'a': 0.1, 'e': 0.4714227637391309}",20,0,-13.936255588386619,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
95,False,"{'a': 0.1, 'e': 0.46766642700990924}",20,13,-28.438028817110293,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
96,False,"{'a': 0.1, 'e': 0.4639400210916467}",25,15,-27.27241526476836,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
97,False,"{'a': 0.1, 'e': 0.4602433074930926}",30,7,-9.873212987300489,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
98,False,"{'a': 0.1, 'e': 0.4565760496233147}",35,21,-86.366006348309,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 2}",1
99,False,"{'a': 0.1, 'e': 0.4529380127765577}",25,4,13.356351510401833,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.1, 'e': 0.44932896411722156}",30,8,-16.54415040605185,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
101,False,"{'a': 0.1, 'e': 0.4457486726649602}",20,10,-99.01318226872398,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 2}",1
102,False,"{'a': 0.1, 'e': 0.44219690927989863}",35,0,-46.869220074421,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
103,False,"{'a': 0.1, 'e': 0.4386734466479678}",30,8,-3.15624445706119,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
104,False,"{'a': 0.1, 'e': 0.43517805926635666}",20,2,-67.93526578880672,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
105,False,"{'a': 0.1, 'e': 0.43171052342907973}",20,0,-2.5191042499402636,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
106,False,"{'a': 0.1, 'e': 0.4282706172126597}",20,7,-33.14561354236428,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.1, 'e': 0.4248581204619246}",20,2,29.330770776767654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.1, 'e': 0.42147281477591764}",25,8,-6.202066004158477,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.1, 'e': 0.41811448349391933}",30,13,-71.32478149024092,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 1}",1
110,False,"{'a': 0.1, 'e': 0.4147829116815814}",20,2,-13.126215090431764,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
111,False,"{'a': 0.1, 'e': 0.41147788611717057}",20,3,16.096091246742937,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.1, 'e': 0.4081991952779227}",30,8,-60.62267762089737,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
113,False,"{'a': 0.1, 'e': 0.4049466293265049}",20,14,9.80173722434034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.1, 'e': 0.401719980097586}",25,9,-5.257743592134862,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.1, 'e': 0.3985190410845142}",20,2,2.905005927635893,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.1, 'e': 0.3953436074260998}",20,2,13.953091837204429,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.1, 'e': 0.392193475893505}",20,6,14.454572837373178,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.1, 'e': 0.38906844487723635}",25,12,-10.140522335857025,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.1, 'e': 0.3859683143742421}",30,11,-15.053902864702806,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.1, 'e': 0.38289288597511206}",20,7,-71.00723640666757,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
121,False,"{'a': 0.1, 'e': 0.3798419628513787}",25,16,-8.688242466732682,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
122,False,"{'a': 0.1, 'e': 0.3768153497429209}",20,8,23.510448494671415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.1, 'e': 0.3738128529454665}",20,3,-29.1898486975389,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
124,False,"{'a': 0.1, 'e': 0.3708342802981957}",20,7,23.546879975709196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.1, 'e': 0.36787944117144233}",20,3,-45.96505769631199,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
126,False,"{'a': 0.1, 'e': 0.36494814645449375}",20,16,6.619333868594795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.1, 'e': 0.36204020854348745}",20,2,-34.25535165962062,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.1, 'e': 0.35915544132940463}",20,0,-41.797448139350884,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
129,False,"{'a': 0.1, 'e': 0.3562936601861589}",30,0,-11.733139122835185,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
130,False,"{'a': 0.1, 'e': 0.35345468195878016}",20,0,9.162379854591782,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.1, 'e': 0.35063832495169295}",20,0,-23.384997077508924,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
132,False,"{'a': 0.1, 'e': 0.34784440891708746}",20,6,-21.240690875570422,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.1, 'e': 0.3450727550433838}",20,8,-18.653595894160908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.1, 'e': 0.34232318594378797}",20,0,-33.7274687447422,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
135,False,"{'a': 0.1, 'e': 0.33959552564493917}",20,10,-28.438912509278193,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.1, 'e': 0.3368895995756471}",20,0,-5.812221770189791,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
137,False,"{'a': 0.1, 'e': 0.3342052345557198}",35,25,-30.60286020471694,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.1, 'e': 0.3315422587848797}",25,0,2.3741274073567245,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.1, 'e': 0.3289005018317685}",35,15,-21.75812128452348,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
140,False,"{'a': 0.1, 'e': 0.32627979462303947}",30,0,-62.96966933967117,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
141,False,"{'a': 0.1, 'e': 0.32367996943253674}",25,18,11.278885609177529,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.1, 'e': 0.32110085987056064}",20,6,-15.047903343890502,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.1, 'e': 0.31854230087321894}",30,4,-10.779231517806078,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
144,False,"{'a': 0.1, 'e': 0.3160041286918625}",30,12,-29.09049272366542,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.1, 'e': 0.3134861808826053}",20,14,-30.537982932752307,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.1, 'e': 0.3109882962959281}",20,5,24.623914559483104,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.1, 'e': 0.3085103150663647}",20,7,11.678291815097122,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.1, 'e': 0.3060520786022707}",30,2,25.809716289560097,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.1, 'e': 0.30361342957567317}",20,10,11.629375697773206,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.1, 'e': 0.30119421191220214}",35,7,25.86246135756054,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.1, 'e': 0.29879427078110127}",25,18,1.7910472828427701,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.1, 'e': 0.2964134525853191}",30,6,-78.33300358049773,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 2}",1
153,False,"{'a': 0.1, 'e': 0.29405160495167837}",30,15,-6.381499662498753,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
154,False,"{'a': 0.1, 'e': 0.29170857672112444}",20,12,-48.70009341677223,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
155,False,"{'a': 0.1, 'e': 0.28938421793905067}",20,7,-28.11472672336311,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.1, 'e': 0.28707837984570167}",20,11,4.078095841761591,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.1, 'e': 0.2847909148666525}",20,11,16.640791034647215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.1, 'e': 0.2825216766033636}",25,19,11.896394043295944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.1, 'e': 0.28027051982381157}",20,15,0.3363445794183051,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.1, 'e': 0.27803730045319414}",25,17,3.162063387235472,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.1, 'e': 0.27582187556470933}",20,0,6.978269659594716,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.1, 'e': 0.27362410337040804}",20,12,17.709820545316525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.1, 'e': 0.27144384321211973}",20,12,16.9423153007912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.1, 'e': 0.26928095555244996}",25,6,26.285922172984826,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.1, 'e': 0.2671353019658504}",25,15,2.7524166739441434,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.1, 'e': 0.26500674512975897}",25,16,-10.413111535888609,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.1, 'e': 0.26289514881581166}",20,4,7.126893765308539,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.1, 'e': 0.26080037788112365}",30,17,-4.212083676629249,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.1, 'e': 0.2587222982596401}",20,15,-12.509401668092611,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.1, 'e': 0.2566607769535559}",20,0,-38.29730772856954,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
171,False,"{'a': 0.1, 'e': 0.2546156820248038}",30,0,-50.11836172865491,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",0
172,False,"{'a': 0.1, 'e': 0.2525868825866102}",30,14,18.731606180665228,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.1, 'e': 0.25057424879511875}",25,8,20.665861182600548,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.1, 'e': 0.2485776518410797}",20,0,-15.284760694975008,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
175,False,"{'a': 0.1, 'e': 0.24659696394160646}",25,18,13.707346729154793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.1, 'e': 0.2446320583319975}",30,18,19.832549832598577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.1, 'e': 0.242682809257623}",25,15,8.076480050966687,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.1, 'e': 0.24074909196587688}",20,13,15.523183242270452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.1, 'e': 0.23883078269819244}",25,15,-23.42011716437442,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
180,False,"{'a': 0.1, 'e': 0.2369277586821218}",25,15,18.725870923651303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.1, 'e': 0.23503989812347828}",20,0,-11.367032738809357,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
182,False,"{'a': 0.1, 'e': 0.23316708019854182}",30,16,15.477368439023511,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.1, 'e': 0.23130918504632592}",20,8,5.215897025496906,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.1, 'e': 0.2294660937609067}",25,7,-18.505409370172202,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
